yy,mm,dd,site,ph,do,bod,cod,ss,tn,tp,toc,t.coli,cd,cn,pb,cr6+,as,hg,chla,f.coli,abs,sb
1997,6,12,정릉천,7,2.9,13.7,11.4,6,11.712,0.893,,900000,0,0,0,0,0,0,,,0.1,
1997,6,12,중랑천2,7.2,9.1,7.5,14.9,15,8.64,0.749,,90000,0,0,0,0,0,0,,50000,0.1,
1997,6,12,중랑천3,7.7,12,7.1,14.7,17,7.824,0.432,,90000,0,0,0,0,0,0,,22000,0.1,
1997,6,12,중랑천4,7.6,4.4,10.3,10.7,7,15.168,1.171,,500000,0,0,0,0,0,0,,140000,0.1,
1997,6,12,홍제천,7.8,9.2,7.1,11.1,15,5.376,0.422,,90000,0,0,0,0,0,0,,,0,
1997,6,26,가양,7.5,7,6,8.5,21,6.769,0.335,,4700000,0,0,0,0,0,0,,1300000,0,
1997,6,26,구의,8.1,9.7,2.2,4,10.2,3.758,0.094,,24000,0,0,0,0,0,0,,13000,0,
1997,6,26,노량진,7.9,8.5,2.5,4.4,11.8,4.499,0.207,,320000,0,0,0,0,0,0,,310000,0,
1997,6,26,보광,7.9,9.2,3.1,4.8,19,4.343,0.301,,500000,0,0,0,0,0,0,,140000,0,
1997,6,26,암사,8,9.8,1.7,3.9,9.6,3.964,0.079,,3000,0,0,0,0,0,0,,1300,0,
1997,6,26,영등포,7.7,8,3.1,5,16.4,5.197,0.211,,30000,0,0,0,0,0,0,,13000,0,
1997,6,26,잠실,8.6,10.2,2.4,4,8.2,3.402,0.088,,8000,0,0,0,0,0,0,,5000,0,
1997,7,14,안양천4,8.1,6,8.5,14.5,15.2,16.69,0.744,,130000,,,,,,,,30000,,
1997,7,14,안양천5,7.9,2.7,9.7,15.4,17.2,22.731,0.943,,80000,,,,,,,,30000,,
1997,7,23,도림천,7.9,0.8,9.8,22.9,7,9.888,0.872,,900000,,,,,,,,,,
1997,7,23,목감천,7.1,8.4,25.4,20.4,17,26.064,1.07,,50000000,,,,,,,,,,
1997,7,23,정릉천,7.9,1.6,12.5,7.7,5,3.648,0.751,,14000000,,,,,,,,,,
1997,7,23,홍제천,7.9,8,9.8,6.3,2,10.032,0.586,,500000,,,,,,,,,,
1997,7,24,고덕천,7.7,7.8,5.6,10.3,2,15.408,0.178,,7000,,,,,,,,,,
1997,7,24,성내천,7.3,7.9,27.8,8.3,21,9.984,1.277,,50000000,,,,,,,,,,
1997,7,24,양재천,7.7,8.6,3.1,7.2,5,8.304,0.326,,90000,,,,,,,,,,
1997,7,24,중랑천2,7.9,8.8,7.6,8.2,5,8.496,0.657,,240000,,,,,,,,90,,
1997,7,24,중랑천3,7.2,9.8,5.3,8.3,8,7.488,0.506,,9000,,,,,,,,40,,
1997,7,24,중랑천4,7.9,3,8,7.8,17,14.64,1.077,,4000000,,,,,,,,4000,,
1997,7,25,탄천5,7.6,5.2,13.8,10.1,16,14.802,1.168,,80000,,,,,,,,80000,,
1997,7,30,가양,7.8,7.1,3.6,5.4,32,4.729,0.228,,9100,0,0,0,0,0,0,,7700,0,
1997,7,30,구의,8.3,8.2,1.6,3.9,26.7,3.438,0.089,,50000,,,,,,,,30000,,
1997,7,30,노량진,8.1,8.5,1.9,3.4,14,3.494,0.123,,12000,0,0,0,0,0,0,,6800,0,
1997,7,30,보광,7.7,8.2,2.8,5.6,17.4,5.515,0.397,,23000,,,,,,,,8000,,
1997,7,30,암사,7.9,8.3,1.1,3.4,16.3,2.893,0.048,,1300,,,,,,,,400,,
1997,7,30,영등포,7.9,7.4,1.8,4,14.8,4.034,0.195,,11000,,,,,,,,2000,,
1997,7,30,잠실,8.2,10.1,1.7,3.8,14.8,2.262,0.058,,400,,,,,,,,200,,
1997,8,11,안양천4,7.9,4.9,4.9,12,49.2,10.812,0.558,,130000,,,,,,,,40000,,
1997,8,11,안양천5,7.8,2.9,5.2,11.9,18,16.398,0.667,,300000,,,,,,,,80000,,
1997,8,20,고덕천,7.7,5.5,5.9,6.9,6,6.576,0.442,,23000,,,,,,,,,,
1997,8,20,도림천,7.6,2,4.1,12,13,20.64,1.488,,22000000,,,,,,,,,,
1997,8,20,목감천,7.7,3.4,10.4,21.8,30,16.416,0.896,,4000000,,,,,,,,,,
1997,8,20,성내천,7.1,3.3,5.5,18,6,7.728,0.354,,7000000,,,,,,,,,,
1997,8,20,양재천,7.6,10.2,5.4,7.4,4,11.52,0.525,,240000,,,,,,,,,,
1997,8,20,정릉천,7.3,5.8,7.1,11.6,2,12.768,0.673,,900000,,,,,,,,,,
1997,8,20,중랑천2,7.3,6.8,5.3,7.9,7,10.416,0.745,,900000,,,,,,,,140,,
1997,8,20,중랑천3,7.3,9.1,17.5,9.4,17,7.008,0.486,,23000,,,,,,,,21,,
1997,8,20,중랑천4,7.1,5.4,12,14.7,6,16.08,1.102,,50000000,,,,,,,,900,,
1997,8,20,홍제천,7.7,9.8,4.4,10.5,1,8.256,0.41,,140000,,,,,,,,,,
1997,8,21,구의,7.9,8,1.5,3.8,32.6,3.566,0.117,,9000,,,,,,,,2400,,
1997,8,21,보광,7.9,7.5,2.6,3.8,15.4,4.477,0.101,,30000,,,,,,,,17000,,
1997,8,21,암사,8.2,8.1,1.2,3.5,20,2.85,0.068,,1100,,,,,,,,500,,
1997,8,21,영등포,7.7,7.3,1.6,3.7,10.8,4.626,0.093,,24000,,,,,,,,8000,,
1997,8,21,잠실,8.1,7.9,1.3,3.4,12.2,4.626,0.052,,1700,,,,,,,,300,,
1997,8,30,가양,8.1,6.4,3.9,6.1,36.8,4.378,0.173,,140000,0,0,0,0,0,0,,16000,0,
1997,8,30,노량진,8,7,2,4.3,15.6,3.918,0.152,,44000,0,0,0,0,0,0,,10000,0,
1997,8,31,탄천5,7.5,4.6,10.5,9.3,20,12.103,0.866,,240000,,,,,,,,80000,,
1997,9,4,고덕천,7.3,8,8.4,11.9,16,6.96,0.505,,240000,0,0,0,0,0,0,,,0.2,
1997,9,4,도림천,7.3,3.4,5.3,10.4,5.3,11.232,0.747,,24000,0,0,0,0,0,0,,,0.2,
1997,9,4,목감천,7.4,3.4,22.1,22.2,38,21.408,0.927,,4000000,0,0,0,0,0,0,,,1,
1997,9,4,성내천,7.2,4.4,9.4,10.3,16,9.696,0.648,,40000,0,0,0,0,0,0,,,0.2,
1997,9,4,양재천,7.4,9,6.3,9.6,5.3,12.336,0.53,,240000,0,0,0,0,0,0,,,0.1,
1997,9,4,정릉천,7.2,4.6,16.6,9.6,29,12.864,0.664,,9000000,0,0,0,0,0,0,,,0.4,
1997,9,4,중랑천2,7.2,7.2,5.5,9.6,5.3,8.784,0.674,,90000,0,0,0,0,0,0,,50000,0.1,
1997,9,4,중랑천3,7.2,6.6,9.7,13.8,8,11.76,0.378,,9000,0,0,0,0,0,0,,2400,0.1,
1997,9,4,중랑천4,7.4,2.8,18.5,16.6,17,18.336,1.355,,14000000,0,0,0,0,0,0,,500000,0.4,
1997,9,4,홍제천,7.2,6.8,8.8,15.2,8,7.248,0.506,,70000,0,0,0,0,0,0,,,0.1,
1997,9,8,안양천4,8.3,4.2,13.8,16,39.2,13.32,1.135,,130000,0,0,0,0,0,0,,40000,0.7,
1997,9,8,안양천5,8.1,2.8,11.1,16.6,14.7,13.065,1.027,,300000,0,0,0,0,0,0,,80000,0.5,
1997,9,11,탄천5,7.8,3.8,10,9,17.2,8.649,1.207,,240000,0,0,0,0,0,0,,80000,0,
1997,9,26,가양,7.7,3.5,4,6.3,19.2,5.205,0.304,,140000,0,0,0,0,0,0,,16000,0,
1997,9,26,구의,8.7,4.9,2.1,3.7,9.8,3.468,0.061,,9000,0,0,0,0,0,0,,2400,0,
1997,9,26,노량진,8,5.1,3.1,4.9,7.7,4.448,0.212,,44000,0,0,0,0,0,0,,10000,0,
1997,9,26,보광,8,4.8,3.6,5.5,10,3.905,0.268,,30000,0,0,0,0,0,0,,17000,0,
1997,9,26,암사,8.4,5.4,1.3,3.6,23,3.724,0.03,,1100,0,0,0,0,0,0,,500,0,
1997,9,26,영등포,7.8,3.7,2.5,4.3,10.8,4.485,0.186,,24000,0,0,0,0,0,0,,3000,0,
1997,9,26,잠실,8.8,6.8,2.9,4.6,10,3.578,0.049,,1700,0,0,0,0,0,0,,300,0,
1997,10,8,고덕천,9.4,14.4,6.4,6.6,3,1.968,0.903,,900,,,,,,,,,,
1997,10,8,도림천,8,2.6,24,16.9,35,15.6,0.974,,9000000,,,,,,,,,,
1997,10,8,목감천,7.5,2.6,46.1,21.4,32,21.072,1.246,,900000,,,,,,,,,,
1997,10,8,성내천,8.7,9.2,6,5.5,2,1.248,0.076,,9000,,,,,,,,,,
1997,10,8,양재천,8.1,10.6,4.9,7.6,6,16.176,1.532,,23000,,,,,,,,,,
1997,10,8,정릉천,7.7,3,14.4,11.2,12,12.672,0.954,,24000,,,,,,,,,,
1997,10,8,중랑천2,8,8.2,7.2,12.3,80,6.96,0.812,,240000,,,,,,,,90000,,
1997,10,8,중랑천3,8.6,10.5,7.2,9.6,16,6.096,0.426,,240000,,,,,,,,40000,,
1997,10,8,중랑천4,7.5,5.6,15,10.2,15,15.936,1.057,,1400000,,,,,,,,700000,,
1997,10,8,홍제천,7.5,6.2,8.6,6.2,6,3.408,0.2,,40000,,,,,,,,,,
1997,10,13,안양천4,7.4,6.4,10.7,15,16.3,19.883,1.362,,500000,,,,,,,,300000,,
1997,10,13,안양천5,7.4,3.4,9.6,15.6,10.3,20.606,1.301,,500000,,,,,,,,500000,,
1997,10,25,탄천5,7.7,4,12.4,10.4,12.8,17.975,1.189,,300000,,,,,,,,300000,,
1997,10,29,가양,7.7,5.1,4.3,6.7,18.3,5.861,0.351,,19000,0,0,0,0,0,0,,6300,0,
1997,10,29,구의,9.2,6.6,1.7,4.4,9.4,2.024,0.076,,300,,,,,,,,80,,
1997,10,29,노량진,8,6.5,4.1,6.3,12.7,5.237,0.343,,4600,0,0,0,0,0,0,,1700,0,
1997,10,29,보광,8.3,6,4.2,7.9,13.6,6.226,0.47,,90000,,,,,,,,50000,,
1997,10,29,암사,9.2,6.5,1.3,3.8,5.2,1.887,0.042,,800,,,,,,,,500,,
1997,10,29,영등포,8.1,4.5,3.5,5.5,9.4,5.073,0.309,,11000,,,,,,,,5000,,
1997,10,29,잠실,9.4,6.6,2.3,4.4,7.6,2.037,0.084,,230,,,,,,,,20,,
1997,11,10,안양천4,7.5,6.9,12.9,15.1,18.5,22.896,12.21,,130000,,,,,,,,80000,,
1997,11,10,안양천5,7.3,3.6,10.9,16.6,14.7,21.238,1.122,,500000,,,,,,,,300000,,
1997,11,20,고덕천,7.7,10,3.5,2.1,1,8.762,0.07,,4000,,,,,,,,,,
1997,11,20,성내천,7.3,13,9.1,3.4,10,3.8,0.063,,14000,,,,,,,,,,
1997,11,20,양재천,7.5,9.6,9,6.3,4,20.352,0.302,,90000,,,,,,,,,,
1997,11,20,중랑천2,7.4,9,9,14.2,28,9.042,1.094,,140000,,,,,,,,2300,,
1997,11,20,중랑천3,7.4,10.6,10.8,10.1,9,10.072,0.482,,90000,,,,,,,,1400,,
1997,11,20,중랑천4,7.1,7.6,17.1,11.2,34,21.408,1.119,,900000,,,,,,,,4000,,
1997,11,21,도림천,7.6,8.4,5,6.3,10,16.368,0.597,,50000,,,,,,,,,,
1997,11,21,목감천,7.3,4.8,32.4,21,31,20.736,0.829,,240000,,,,,,,,,,
1997,11,21,정릉천,7.3,4.2,26.3,19.2,20,12.096,0.995,,900000,,,,,,,,,,
1997,11,21,홍제천,7.7,8.4,15.8,6.6,11,8.256,0.041,,9000,,,,,,,,,,
1997,11,22,구의,8.2,10.6,1.8,4,6,2.885,0.06,,500,,,,,,,,230,,
1997,11,22,암사,7.9,10.2,1.3,3.8,5.6,1.527,0.054,,500,,,,,,,,230,,
1997,11,28,가양,7.9,11.1,4.8,7.6,14.1,6.244,0.305,,19000,0,0,0,0,0,0,,6300,0,
1997,11,28,노량진,7.8,11.8,4.3,7.1,11.3,6.014,0.336,,4600,0,0,0,0,0,0,,1700,0,
1997,11,28,보광,7.7,10.4,5.1,6.7,13.2,7.01,0.347,,90000,,,,,,,,50000,,
1997,11,28,영등포,7.8,10.2,4.7,7.2,14.4,6.062,0.322,,3000,,,,,,,,800,,
1997,11,28,잠실,8.8,10.6,3.3,5.2,10,1.992,0.049,,500,,,,,,,,230,,
1997,11,29,탄천5,7.2,8.6,14.1,13.4,30,18.663,1.418,,50000,,,,,,,,30000,,
1997,12,1,가양,7.6,10.9,5.4,7,13,7.19,0.309,,110000,0,0,0,0,0,0,,26000,0,
1997,12,1,노량진,7.7,11.2,4.8,5.7,8.8,5.451,0.272,,28000,0,0,0,0,0,0,,15000,0,
1997,12,9,구의,7.9,11.6,2.5,3.9,7.2,2.881,0.096,,9000,0,0,0,0,0,0,,3000,0,
1997,12,9,보광,7.8,12.7,3.9,6.3,9.8,3.332,0.18,,30000,0,0,0,0,0,0,,3000,0,
1997,12,9,암사,7.9,12,1.3,3.9,9.9,2.717,0.084,,30000,0,0,0,0,0,0,,1700,0,
1997,12,9,영등포,7.7,10.7,5.6,5.7,11.4,6.402,0.277,,50000,0,0,0,0,0,0,,24000,0,
1997,12,9,잠실,8,12.2,2.3,3.8,8.4,2.649,0.069,,300,0,0,0,0,0,0,,130,0,
1997,12,13,탄천5,7.4,9.9,15.8,9.8,12.3,15.702,1.134,,8000,0,0,0,0,0,0,,2300,0,
1997,12,15,고덕천,7.2,8.7,3.1,21.7,12,6.192,0.072,,24000,0,0,0,0,0,0,,,0,
1997,12,15,도림천,7.6,5.8,8,8.2,7,9.888,0.466,,210000,0,0,0,0,0,0,,,0.1,
1997,12,15,목감천,7.4,8,23.4,21.7,31,14.832,0.806,,90000,0,0,0,0,0,0,,,0.1,
1997,12,15,성내천,7.2,6.8,4.1,14.4,19,5.232,0.091,,24000,0,0,0,0,0,0,,,0,
1997,12,15,안양천4,7.5,6.7,14.1,16.3,23.2,18.97,1.45,,170000,0,0,0,0,0.011,0,,80000,0.4,
1997,12,15,안양천5,7.4,3.3,12.7,18.6,17.7,24.972,1.417,,240000,0,0,0,0,0.02,0,,50000,0.6,
1997,12,15,양재천,7.4,10.5,3.4,12.1,15,10.416,0.154,,14000,0,0,0,0,0,0,,,0.1,
1997,12,15,정릉천,7.2,6.2,13.3,25.1,16,14.496,0.773,,90000,0,0,0,0,0,0,,,0.2,
1997,12,15,중랑천2,7.3,8,4.2,12.8,17,11.856,0.542,,230000,0,0,0,0,0,0,,2400,0,
1997,12,15,중랑천3,7,7.3,8.4,4.3,14.2,10.944,0.355,,10,0,0,0,0,0,0,,2300,0.1,
1997,12,15,중랑천4,7.1,7.2,8.4,17,15,15.408,0.859,,240000,0,0,0,0,0,0,,2100,0.1,
1997,12,15,홍제천,7.3,7.8,11.1,21,20,13.92,0.235,,240000,0,0,0,0,0,0,,,0.1,
1997,1,6,뚝도,8.1,12.1,2.2,5,6.4,4.804,0.513,,1700,,,,,,,,1300,,
1997,2,31,뚝도,8.4,12.4,3.7,5.8,7.4,7.89,0.402,,2400,,,,,,,,2400,,
1997,3,3,뚝도,8.8,11.7,4.2,5.4,9.2,4.975,0.084,,3000,0,0,0,0,0,0,,2400,0,
1997,4,31,뚝도,8.5,12.4,6.9,8.3,14,3.915,0.333,,50000,,,,,,,,50000,,
1997,5,29,뚝도,8.2,9.3,5.9,7.8,8.8,7.624,0.688,,160000,,,,,,,,160000,,
1997,6,26,뚝도,7.7,8.3,3,6,7.2,9.811,0.404,,160000,0,0,0,0,0,0,,50000,0,
1997,7,30,뚝도,8.1,8.5,1.3,3.9,16,3.165,0.074,,3000,,,,,,,,2300,,
1997,8,21,뚝도,7.8,7,2.4,3.7,21.2,3.976,0.12,,5000,,,,,,,,300,,
1997,9,26,뚝도,8.6,7.4,4.9,5.5,10.4,3.19,0.121,,5000,0,0,0,0,0,0,,300,0,
1997,10,29,뚝도,8.9,6.8,2.4,5.3,7.8,4.36,0.258,,9000,,,,,,,,3000,,
1997,11,28,뚝도,8.1,10.7,3.8,6,10.8,4.325,0.246,,16000,,,,,,,,5000,,
1997,12,9,뚝도,7.9,11.4,4,4.6,8.8,3.817,0.145,,9000,0,0,0,0,0,0,,2400,0,
1998,1,14,안양천4,7.6,7.4,14.3,16.5,12.3,21.611,1.527,,110000,,,,,,,,40000,,
1998,1,14,안양천5,7.7,4.4,15.5,19.1,13.3,20.936,1.518,,130000,,,,,,,,130000,,
1998,1,15,고덕천,7.1,12.6,3.8,1.6,5,17.136,0.149,,2300,,,,,,,,,,
1998,1,15,도림천,7.6,11.8,5.3,7,4,8.4,0.571,,4000,,,,,,,,,,
1998,1,15,목감천,7.3,9.4,39.7,24.1,32,14.4,1.128,,950000,,,,,,,,,,
1998,1,15,성내천,7.6,11.2,5,4.6,3,2.112,0.091,,2300,,,,,,,,,,
1998,1,15,양재천,7.4,9.6,4.3,6.9,4,11.616,0.389,,9000,,,,,,,,,,
1998,1,15,정릉천,7.5,8.6,28.7,20.7,10,12.432,1.373,,9000000,,,,,,,,,,
1998,1,15,중랑천2,7.2,8.6,8.3,9.5,7,9.792,0.806,,240000,,,,,,,,14000,,
1998,1,15,중랑천3,7.8,11.6,8.2,10.8,5,7.872,0.619,,90000,,,,,,,,40000,,
1998,1,15,중랑천4,7.1,9.4,17.9,14.2,9,14.736,1.296,,240000,,,,,,,,14000,,
1998,1,15,홍제천,8.1,14,13.3,4.1,5,1.488,0.086,,4000,,,,,,,,,,
1998,1,22,탄천5,7.2,10.4,19.5,11.9,9.6,19.917,1.283,,13000,,,,,,,,5000,,
1998,1,29,가양,7.7,12.2,4.9,7.2,11.3,7.125,0.305,,7800,0,0,0,0,0,0,,5400,0,
1998,1,29,구의,8,12.1,2.3,3.4,7.5,2.621,0.007,,300,,,,,,,,170,,
1998,1,29,노량진,7.8,12,4.8,6.1,9.6,6.752,0.336,,13000,0,0,0,0,0,0,,7900,0,
1998,1,29,보광,8,11.3,4.4,5.2,7.9,4.63,0.12,,30000,,,,,,,,8000,,
1998,1,29,암사,8.3,11.2,2,3.6,7.6,2.266,0.006,,300,,,,,,,,300,,
1998,1,29,영등포,7.7,10.9,4.1,5.7,12.6,5.644,0.204,,5000,,,,,,,,1300,,
1998,1,29,잠실,8.2,12.3,2.9,3.8,7.6,2.671,0.04,,80,,,,,,,,20,,
1998,2,2,가양,7.7,13.8,5.6,9.5,15.4,8.538,0.394,,8700,0,0,0,0,0,0,,1500,0,
1998,2,2,노량진,7.8,13.4,5.4,7,10.7,7.938,0.382,,22000,0,0,0,0,0,0,,6000,0,
1998,2,13,탄천5,7.4,9,17.5,13.8,14.8,17.349,1.055,,50000,,,,,,,,24000,,
1998,2,17,구의,8.8,14.7,2.9,5.1,9.6,2.588,0.073,,130,,,,,,,,70,,
1998,2,17,보광,8,12.8,6,6.7,8.6,6.738,0.307,,50000,,,,,,,,24000,,
1998,2,17,암사,9.1,14.4,3,5,7.8,2.803,0.071,,300,,,,,,,,130,,
1998,2,17,영등포,7.9,12.4,5.2,8.3,12.4,7.013,0.389,,3000,,,,,,,,1300,,
1998,2,17,잠실,8.8,14.4,4.2,5.1,8.6,2.447,0.066,,40,,,,,,,,20,,
1998,2,18,고덕천,7.4,11.6,6.1,6.8,7,13.296,0.288,,40000,,,,,,,,,,
1998,2,18,도림천,7.3,10.6,5.2,6,9,10.08,0.518,,23000,,,,,,,,,,
1998,2,18,목감천,7.3,7,40.3,22.6,51,19.536,1.171,,9000000,,,,,,,,,,
1998,2,18,성내천,7,8.2,5.3,7.6,10,5.376,0.23,,900,,,,,,,,,,
1998,2,18,양재천,7.2,7.8,8.9,9.4,7,14.784,0.936,,40000,,,,,,,,,,
1998,2,18,정릉천,6.8,7.2,37,17.4,23,15.888,1.19,,900000,,,,,,,,,,
1998,2,18,중랑천2,7.1,9,8.7,13.5,20,12.576,0.898,,240000,,,,,,,,21000,,
1998,2,18,중랑천3,7.4,10,11.8,13,17,12.48,0.734,,500000,,,,,,,,9000,,
1998,2,18,중랑천4,7.1,9,14.3,13.6,16,19.776,0.998,,240000,,,,,,,,4000,,
1998,2,18,홍제천,7.1,9.4,11.3,10.1,19,10.08,0.13,,23000,,,,,,,,,,
1998,2,23,안양천4,7.8,6.2,18.5,19.9,37.6,21.544,1.668,,280000,,,,,,,,130000,,
1998,2,23,안양천5,7.8,5.9,13.8,18.7,15.5,24.832,1.339,,170000,,,,,,,,30000,,
1998,3,2,가양,8,12.3,7.5,9.1,20.6,7.808,0.448,,18000,0,0,0,0,0,0,,7200,0.1,
1998,3,3,노량진,8.3,12.2,5.2,6.3,10.5,5.472,0.274,,21000,0,0,0,0,0,0,,8300,0.1,
1998,3,10,도림천,7,12,6.4,7.6,5,9.216,0.538,,14000,0,0,0,0,0,0,,,0.1,
1998,3,10,목감천,7,5.8,34.4,29.3,33,24.144,1.195,,240000,0,0,0,0,0,0,,,1.1,
1998,3,10,성내천,7.2,13.4,3.6,11.6,8,7.584,0.067,,4000,0,0,0,0,0,0,,,0.1,
1998,3,10,양재천,7.3,12.6,7,11,4,14.16,0.6,,23000,0,0,0,0,0,0,,,0.1,
1998,3,10,정릉천,6.8,5,21.8,23.4,28,16.992,1.104,,900000,0,0,0,0,0,0,,,0.8,
1998,3,10,중랑천2,7.2,14,7,13.9,8,10.176,0.745,,23000,0,0,0,0,0,0,,9000,0.2,
1998,3,10,중랑천3,7.1,10.4,8.8,14.1,11,9.024,0.61,,90000,0,0,0,0,0,0,,1400,0.2,
1998,3,10,중랑천4,6.8,8.8,14,16,19,20.064,0.845,,220000,0,0,0,0,0,0,,4000,0.1,
1998,3,10,홍제천,7.3,9.2,8.5,12.7,9,9.696,0.062,,90000,0,0,0,0,0,0,,,0.2,
1998,3,11,구의,8.8,12.5,3.3,4.2,8.6,2.778,0.079,,9000,0,0,0,0,0,0,,2400,0,
1998,3,11,보광,8.7,12.4,3.7,4.3,10.2,2.579,0.096,,800,0,0,0,0,0,0,,400,0,
1998,3,11,암사,8.7,12.8,2.9,4.1,9,2.252,0.072,,2400,0,0,0,0,0,0,,230,0,
1998,3,11,영등포,8.3,11.5,5.2,5.1,12,4.729,0.273,,1300,0,0,0,0,0,0,,400,0,
1998,3,11,잠실,9,13,3.2,3.8,6.9,2.107,0.061,,30,0,0,0,0,0,0,,13,0,
1998,3,14,안양천4,7.7,6,18.2,19.8,30.5,24.65,0.926,,50000,0,0,0,0,0,0,,30000,0.3,
1998,3,14,안양천5,7.7,2.8,13.8,19.1,15.3,24.153,0.845,,30000,0,0,0,0,0,0,,13000,0.5,
1998,3,17,탄천5,7.7,10.5,13.7,14.3,12,23.239,1.111,,300000,0,0,0,0,0,0,,130000,0.1,
1998,4,2,안양천5,7.3,1.2,20.3,16,14.7,15.529,1.174,,130000,,,,,,,,20000,,
1998,4,2,탄천5,7.6,8.4,14.6,12.2,26,18.976,0.764,,160000,,,,,,,,22000,,
1998,4,3,가양,8.1,10.1,7.7,8.1,18.2,8.795,0.289,,110000,0,0,0,0,0,0,,10000,0,
1998,4,3,노량진,8.2,10.6,4.9,5.9,13,7.102,0.199,,45000,0,0,0,0,0,0,,8000,0,
1998,4,7,구의,8.9,11.9,3.6,4.7,9.6,2.684,0.057,,1100,,,,,,,,230,,
1998,4,7,보광,8.4,11.3,4.8,5.5,10.6,6.502,0.247,,90000,,,,,,,,17000,,
1998,4,7,암사,8.9,11.9,3.1,4.3,7.2,3.122,0.039,,300,,,,,,,,20,,
1998,4,7,영등포,8.4,12.1,5.7,6.5,13,8.338,0.159,,90000,,,,,,,,22000,,
1998,4,7,잠실,8.4,11.1,3.6,4.4,10.3,3.354,0.048,,270,,,,,,,,20,,
1998,4,14,도림천,7,5,17.9,25,27,10.896,1.013,,900000,,,,,,,,,,
1998,4,14,양재천,7.3,9,12.9,7.3,7,6.816,0.485,,23000,,,,,,,,,,
1998,4,14,정릉천,7.2,7.4,6.2,14.2,25,11.136,0.581,,2400000,,,,,,,,,,
1998,4,14,중랑천2,7.2,9.8,8.7,11,16,6.336,0.562,,240000,,,,,,,,40000,,
1998,4,14,중랑천3,7.3,9,5.6,12.3,23,7.296,0.451,,40000,,,,,,,,9000,,
1998,4,14,중랑천4,7.1,8.2,17.2,18.4,24,16.08,0.922,,900000,,,,,,,,220000,,
1998,4,14,홍제천,7.2,3.8,11.2,19.7,32,12.864,0.974,,2400000,,,,,,,,,,
1998,4,15,안양천4,7.5,4.3,13.4,13.1,38.7,30.784,1.081,,80000,,,,,,,,20000,,
1998,5,13,안양천4,7.2,3,10.1,15.4,38.7,24.721,1.14,,130000,,,,,,,,50000,,
1998,5,13,안양천5,7.1,2.2,8.4,13.6,10.6,23.399,0.093,,220000,,,,,,,,50000,,
1998,5,20,도림천,7.3,6.8,2.8,5.2,3,4.224,0.12,,90000,,,,,,,,,,
1998,5,20,목감천,6.4,2.6,8,24,12,20.208,1.186,,900000,,,,,,,,,,
1998,5,20,양재천,7.6,9,10.9,21.4,5,7.872,0.422,,4000,,,,,,,,,,
1998,5,20,정릉천,6.7,3.2,5,19.9,7,11.568,0.974,,900000,,,,,,,,,,
1998,5,20,중랑천2,7.9,8,8.5,13,7,6.672,0.619,,24000,,,,,,,,9000,,
1998,5,20,중랑천3,8.1,7.2,7.8,11.8,10,6.336,0.398,,90000,,,,,,,,23000,,
1998,5,20,중랑천4,6.6,7,13.3,18.5,6,13.872,1.301,,140000,,,,,,,,90000,,
1998,5,20,홍제천,8,8.6,3.7,10.8,6,5.904,0.158,,23000,,,,,,,,,,
1998,5,27,가양,7.5,9.2,4.8,6.2,15.7,5.059,0.189,,62000,0,0,0,0,0,0,,11000,0,
1998,5,27,구의,6.5,11.5,2.4,3.2,8.6,5.71,0.049,,9000,,,,,,,,500,,
1998,5,27,노량진,7.6,10.7,3.4,4.2,8.9,5.301,0.094,,15000,0,0,0,0,0,0,,5300,0,
1998,5,27,보광,7.1,12,3.1,4.2,8.9,5.805,0.117,,90000,,,,,,,,8000,,
1998,5,27,암사,7.3,8.5,1.4,3,6.9,4.949,0.036,,1300,,,,,,,,170,,
1998,5,27,영등포,7,10.6,3,4.2,8.6,4.343,0.123,,24000,,,,,,,,8000,,
1998,5,27,잠실,6.5,12.3,2.5,3.2,7.6,5.187,0.042,,3000,,,,,,,,800,,
1998,5,29,탄천5,7.4,6.3,36.4,12.6,22.5,19.184,0.979,,90000,,,,,,,,30000,,
1998,6,8,안양천4,7.7,2.9,13.9,18.4,48.7,41.112,1.763,,170000,0,0,0,0,0,0,,50000,0.4,
1998,6,8,안양천5,7.7,2.1,9.9,16.2,12,36.924,1.656,,220000,0,0,0,0,0,0,,110000,0.3,
1998,6,9,도림천,7.1,3,2.9,8.2,4,7.92,0.437,,240000,0,0,0,0,0,0,,,0,
1998,6,9,목감천,7,4.8,17.3,26.2,13,22.224,1.349,,9000000,0,0,0,0,0,0,,,1.1,
1998,6,9,양재천,7.4,7.8,3.4,8.9,5,13.056,0.437,,9000,0,0,0,0,0,0,,,0.1,
1998,6,9,정릉천,7,5.2,7.1,13.4,3,12.288,0.71,,240000,0,0,0,0,0,0,,,0.1,
1998,6,9,중랑천2,7.2,8,8.1,14.6,10,8.64,0.677,,90000,0,0,0,0,0,0,,14000,0.1,
1998,6,9,중랑천3,7.2,7.2,5.9,12.2,5,8.928,0.442,,500000,0,0,0,0,0,0,,23000,0.1,
1998,6,9,중랑천4,6.8,4,8.8,15.2,15,14.784,1.354,,500000,0,0,0,0,0,0,,21000,0.1,
1998,6,9,홍제천,7.3,8,2.6,17.7,8,7.536,0.096,,23000,0,0,0,0,0,0,,,0,
1998,6,10,탄천5,7.6,7.8,12,9.8,11.8,22.05,0.757,,160000,0,0,0,0,0,0,,11000,0.1,
