yy,mm,dd,site,ph,do,bod,cod,ss,tn,tp,toc,t.coli,cd,cn,pb,cr6+,as,hg,chla,f.coli,abs,sb
2014,5,23,구의,8,10.1,2.1,4.1,4.7,1.855,0.032,2.9,,,,,,,,,,,
2014,5,23,노량진,7.4,7.9,4.3,5.6,4.7,4.782,0.27,3.3,3000,,,,,,,11.8,740,,
2014,5,23,안양천4,7.7,8,7,11.7,9.8,19.32,0.21,8.1,,,,,,,,,,,
2014,5,23,중랑천1A,7.5,9.8,5,7.6,7.2,8.25,0.145,5.2,,,,,,,,,,,
2014,5,28,가양,7.6,6.6,1.6,4.9,4.4,3.664,0.192,2.6,94000,,,,,,,0.8,860,,
2014,5,29,구의,8,9.7,1.6,3.8,2.7,1.81,0.02,2.7,,,,,,,,,,,
2014,5,29,노량진,7.3,6.4,1.9,5.2,3.2,3.688,0.26,3.1,2800,,,,,,,2.9,570,,
2014,5,29,안양천4,7.7,7.5,7.7,13.1,15.5,16.98,0.18,8.5,,,,,,,,,,,
2014,5,29,중랑천1A,7.5,8.1,6,7.9,6.8,6.57,0.12,5.5,,,,,,,,,,,
2014,6,2,가양,7.8,7.6,0.9,5.1,62.8,3.989,0.247,2.8,42000,0,0,0,0,0,0,3.1,63,0,0
2014,6,2,노량진,7.5,7.2,2.5,5,6.2,3.766,0.218,2.7,900,,,,,,,5.7,650,,
2014,6,11,가양,8,9.6,3,6.2,8.2,2.728,0.181,3.2,36000,0,0,0,0,0,0,28.8,48,0,0
2014,6,11,보광,7.5,7,1.3,4.8,4.8,3.29,0.175,2.6,72000,0,0,0,0,0,0,8.8,20000,0,0
2014,6,11,영등포,8,10.2,2.5,4.1,6.4,2.555,0.135,2.9,29000,0,0,0,0,0,0,31.7,109,0,0
2014,6,13,구의,8.1,9.2,2.3,4.3,4.7,1.775,0.026,2.5,34,0,0,0,0,0,0,23,26,0,0
2014,6,13,노량진,7.5,7.3,2.2,5.4,3.8,3.952,0.27,3.1,10000,0,0,0,0,0,0,11,4800,0,0
2014,6,13,안양천4,7.7,7.5,4.2,9.6,8,12.67,0.17,6,5400,0,0,0,0,0,0,9.7,2300,0,0.0005
2014,6,13,중랑천1A,7.3,8.3,5,7,9.8,8.31,0.24,5.1,,,,,,,,,,,
2014,6,16,고덕천,8.3,8.9,1.1,3.5,9.2,3.912,0.106,2.1,21000,0,0,0,0,0,0,9.9,2700,0,0
2014,6,16,도림천,7.2,4,1.2,4.4,2,2.966,0.302,3.2,21000,0,0,0,0,0,0,9.5,1900,0,0
2014,6,16,목감천,7.4,10.2,5.4,6.1,6.4,7.13,0.183,4.7,18000,0,0,0,0,0,0,9.2,1300,0,0
2014,6,16,성내천,8,4.7,0.8,4.1,3.6,1.837,0.112,2.9,2000,0,0,0,0,0,0,10.3,600,0,0
2014,6,16,성북천,7.1,8.2,1,6.4,2.4,2.03,0.083,4.9,5000,0,0,0,0,0,0,7.8,2400,0,0
2014,6,16,안양천5,7.1,5.5,5.1,5.8,22,6.578,0.204,5.6,1000,0,0,0,0,0,0,18.7,400,0,0
2014,6,16,양재천,8.3,8.5,0.8,3.7,2.8,4.824,0.161,2.6,150000,0,0,0,0,0,0,7.8,43000,0,0
2014,6,16,우이천,9.2,14.4,1.3,4.2,0.4,6.563,0.07,2.7,100,0,0,0,0,0,0,17.4,30,0,0
2014,6,16,정릉천,7.7,14.9,1.2,2.5,0.8,4.096,0.077,1.7,7000,0,0,0,0,0,0,5.4,3700,0,0
2014,6,16,중랑천2,8.2,11.7,1.6,5.5,6.8,7.064,0.074,4,11000,0,0,0,0,0,0,6.4,2600,0,0
2014,6,16,중랑천3,8.4,9.1,1.2,4.8,13.6,6.216,0.067,3.5,4000,0,0,0,0,0,0,12.6,1100,0,0
2014,6,16,중랑천4,8.1,4.5,7.9,9.4,14.4,15.667,1.068,6.3,260000,0,0,0,0,0,0,12.5,77000,0,0
2014,6,16,청계천1,7.2,9.5,0.6,1.6,2,2.406,0.021,0.9,8400,0,0,0,0,0,0,2.8,1400,0,0
2014,6,16,청계천2,7.4,9.9,0.7,3.3,6,2.402,0.027,1.1,80,0,0,0,0,0,0,4,33,0,0
2014,6,16,청계천3,7.8,4.6,0.8,3.9,6.4,2.786,0.088,2.3,11000,0,0,0,0,0,0,11.2,6200,0,0
2014,6,16,탄천5,7.7,5.9,2.6,8.3,12.4,9.539,1.252,5.3,60000,0,0,0,0,0,0,6.5,19000,0,0
2014,6,16,홍제천,7.1,6.8,1.2,5.2,7.6,3.622,0.235,3.5,17000,0,0,0,0,0,0,25.7,3400,0,0
2014,6,18,가양,8.2,7.1,1.4,4.8,5.2,2.814,0.185,2.7,63000,0,0,0,0,0,0,19.1,960,0,0
2014,6,18,암사,7.6,9,1.1,3.1,2.8,1.545,0.024,1.8,7700,0,0,0,0,0,0,8.9,56,0,0
2014,6,18,잠실,8.4,10.2,1.2,3.4,4,2.236,0.019,2.1,6500,0,0,0,0,0,0,9.7,19,0,0
2014,6,19,구의,8.1,9.5,1.6,4.2,6.6,1.602,0.031,3,,,,,,,,,,,
2014,6,19,노량진,7.6,6.8,1.5,4.7,5.4,3.332,0.232,3.1,4700,,,,,,,12.9,1600,,
2014,6,19,안양천4,7.7,8.9,6.1,9.9,5.6,13.47,0.14,6.5,,,,,,,,,,,
2014,6,19,중랑천1A,7.6,8.9,7,7.4,11,7,0.12,5.3,,,,,,,,,,,
2014,6,25,가양,8.1,7.7,2.7,6.6,5.6,3.225,0.228,3.2,36000,0,0,0,0,0,0,23.5,1190,0,0
2014,6,27,구의,8.1,9.8,2.1,4.3,3.4,1.522,0.023,2.5,,,,,,,,,,,
2014,6,27,노량진,7.4,6.2,3.1,4.9,5.4,2.908,0.324,3.1,6500,,,,,,,14,1600,,
2014,6,27,안양천4,7.7,7.6,5,9.9,6,17.18,0.15,6.6,,,,,,,,,,,
2014,6,27,중랑천1A,7.5,8,5.9,6.9,12.6,7.275,0.165,4.6,,,,,,,,,,,
2014,7,2,가양,7.4,7.4,2.1,5.7,7.8,2.659,0.172,2.7,50000,,,,,,,25.1,82,,
2014,7,4,구의,8,8.9,1.9,3.7,3.5,1.52,0.021,2.5,,,,,,,,,,,
2014,7,4,노량진,7.3,3.1,3.7,6.3,4,5.008,0.338,3.9,130000,,,,,,,30,65000,,
2014,7,4,안양천4,7.5,6.4,4,11.3,6.3,10.45,0.21,7.5,,,,,,,,,,,
2014,7,4,중랑천1A,7.4,8.4,2.9,6.1,5.8,7.21,0.13,4.5,,,,,,,,,,,
2014,7,9,가양,8.2,10.1,2.8,6,5.6,3.07,0.151,3.3,7400,0,0,0,0,0,0,27.2,8,0,0
2014,7,9,보광,7.8,8,1.7,4,4.9,2.141,0.109,2.6,60000,,,,,,,8.5,420,,
2014,7,9,암사,8.9,10,2.3,4.3,3.8,1.861,0.036,2.5,6700,,,,,,,24.4,230,,
2014,7,9,영등포,7.8,8.8,2.1,3.3,5.6,1.838,0.129,2.5,26000,,,,,,,27.3,10,,
2014,7,9,잠실,8.8,9.5,0.8,3.7,2.4,1.407,0.02,2.1,4000,,,,,,,5.5,11,,
2014,7,10,고덕천,8.5,8.7,1.4,4.2,5.6,2.511,0.064,2.6,20000,,0,,,,,22.5,2000,,
2014,7,10,구의,8.7,10.2,2.4,4.4,4,1.51,0.013,2.6,65,,,,,,,16.5,25,,
2014,7,10,노량진,7.4,6.3,2.4,5.2,4.4,3.104,0.21,2.9,850,0,0,0,0,0,0,27.5,170,0,0
2014,7,10,도림천,7.2,7.6,1.9,4.7,5.8,2.155,0.184,3,5000,,0,,,,,29.8,2000,,
2014,7,10,목감천,7.3,9.5,2.8,6.3,7.8,6.558,0.16,6.1,11000,,0,,,,,69.9,1100,,
2014,7,10,성내천,7.9,5.2,1.5,3.7,2.8,1.513,0.047,2.4,1000,,0,,,,,26.5,400,,
2014,7,10,성북천,7.2,10.8,0.9,3.4,6.6,1.593,0.01,1.8,2600,,0,,,,,18,550,,
2014,7,10,안양천4,7.5,7.6,3.3,9.7,4.4,8.82,0.13,6.4,39000,,,,,,,18.6,8900,,
2014,7,10,안양천5,7.1,3.2,6.3,14.7,8.8,10.576,0.241,7.2,350000,,0,,,,,37.9,52000,,
2014,7,10,양재천,8.3,8,1.1,4.4,3.6,4.373,0.125,3,57000,,0,,,,,15.8,7000,,
2014,7,10,우이천,9,13.1,1.5,3.7,21,5.377,0.036,3,3600,,0,,,,,35.2,2300,,
2014,7,10,정릉천,7.7,13.7,0.9,2.4,1,3.37,0.055,2.6,3000,,0,,,,,23.1,780,,
2014,7,10,중랑천1A,7.6,8.5,4.1,7.5,7.8,6.245,0.155,4.8,,,,,,,,,,,
2014,7,10,중랑천2,7.8,8.5,2.4,6.5,12,6.602,0.11,4.1,140000,,0,,,,,18.3,33000,,
2014,7,10,중랑천3,8.1,6.9,2.9,6.4,11.6,5.293,0.094,4.4,35000,,0,,,,,44.3,9700,,
2014,7,10,중랑천4,7.8,3.2,5.7,12.6,8.2,13.695,0.466,6.6,100000,,0,,,,,17.8,26000,,
2014,7,10,청계천1,7.4,8,0.1,2.1,1.2,1.518,0,1.4,100,,0,,,,,21.2,39,,
2014,7,10,청계천2,7.5,8.5,0.5,2.7,1.4,1.588,0.009,1.4,2400,,0,,,,,18.3,1200,,
2014,7,10,청계천3,8.7,8.4,2.1,3.7,6.6,1.771,0.064,2.3,18000,,0,,,,,25.6,12000,,
2014,7,10,탄천5,7.7,5,3.2,8.2,6.2,8.408,0.216,6.3,90000,,0,,,,,30.1,8000,,
2014,7,10,홍제천,7.4,13.4,2.4,4.3,11,5.396,0.103,4.1,1400,,0,,,,,59.2,1100,,
2014,7,15,노량진,7.3,5.6,2.9,5.5,15.2,2.842,0.332,4,700,,,,,,,26.7,95,,
2014,7,16,가양,8.3,6.8,3,6,24.8,2.778,0.244,3.2,54000,,,,,,,16.7,107,,
2014,7,23,가양,,,,,,,,,,,,,,,,,,,
2014,7,24,구의,7.7,8,1.7,4.8,28.3,1.638,0.102,2.5,,,,,,,,,,,
2014,7,24,노량진,7.3,4.5,4.7,6.9,9.2,4.238,0.452,4.4,710000,,,,,,,14,190000,,
2014,7,24,안양천4,7.6,5.8,13.4,9.8,46,5.43,0.39,6.4,,,,,,,,,,,
2014,7,24,중랑천1A,7.3,8.2,6.2,7.6,33,4.39,0.25,4.3,,,,,,,,,,,
2014,7,30,가양,8.1,7.3,2.6,5,16.8,2.364,0.236,3.1,32000,,,,,,,28.7,610,,
2014,7,31,구의,8.9,12,2.5,4.7,5.3,1.358,0.022,2.8,,,,,,,,,,,
2014,7,31,노량진,7.7,8.3,1.3,4.4,3.1,2.352,0.148,2.6,2000,,,,,,,17.7,490,,
2014,7,31,안양천4,7.7,7.2,3.7,8.4,5.9,8.86,0.08,5.9,,,,,,,,,,,
2014,7,31,중랑천1A,8,11.8,1.4,4.6,3.3,4.65,0.125,3.2,,,,,,,,,,,
2014,8,5,노량진,7.4,6.5,2.2,5.1,5,2.864,0.186,3.5,4200,,,,,,,28.5,1600,,
2014,8,6,가양,8.4,8.7,2.1,5.4,15.1,1.993,0.134,2.5,33000,,,,,,,15.6,660,,
2014,8,11,구의,8.6,10.8,2.3,5,6.6,1.856,0.042,3.5,7300,,,,,,,32,2200,,
2014,8,11,노량진,7.6,5.9,3.2,6,8.7,4.282,0.236,3.6,90000,0,0,0,0,0,0,19.8,42000,0,0
2014,8,11,안양천4,7.2,5.9,5.2,7.6,15.5,5.12,0.22,5.3,690000,,,,,,,7.4,120000,,
2014,8,11,중랑천1A,7.7,8.2,2.3,5.8,12.8,5.405,0.265,4.6,,,,,,,,,,,
2014,8,13,가양,7.6,7.5,4,6.2,61.3,2.832,0.175,3,58000,0,0,0,0,0,0,46.6,1800,0,0
2014,8,13,보광,7.7,7.6,1.5,4.9,27,1.942,0.121,2,31000,,,,,,,10.1,1200,,
2014,8,13,암사,7.7,8.8,1.1,3.6,6.2,1.592,0.047,2,13700,,,,,,,24.2,210,,
2014,8,13,영등포,7.7,7,1.9,5,27.8,2.407,0.161,2.1,35000,,,,,,,26,810,,
2014,8,13,잠실,7.6,8.6,1.2,3.7,5.8,1.746,0.054,2.4,10800,,,,,,,16.8,450,,
2014,8,20,가양,7.8,8.3,1.3,4.5,8.8,2.911,0.042,2.4,7500,,,,,,,20.7,340,,
2014,8,22,구의,7.7,9.9,0.9,3.8,14.7,2.01,0.061,2.1,,,,,,,,,,,
2014,8,22,노량진,7.6,8.5,1.6,4.8,11.6,2.694,0.094,2.6,140000,,,,,,,13.4,51000,,
2014,8,22,안양천4,7.5,6.3,6,7.5,17.8,5.08,0.22,4.8,,,,,,,,,,,
2014,8,22,중랑천1A,7.4,8,4.6,6.4,8.8,5.005,0.265,3.4,,,,,,,,,,,
2014,8,25,고덕천,8.1,7.8,2.3,4.2,17.6,5.365,0.211,3.7,360000,,0,,,,,8.3,150000,,
2014,8,25,도림천,7.8,7.6,1.1,3,3.2,2.635,0.043,1.5,24000,,0,,,,,2.9,3700,,
2014,8,25,목감천,7.5,7.7,2.1,6.1,3.6,6.738,0.168,4.1,50000,,0,,,,,17.3,5000,,
2014,8,25,성내천,7.5,4.4,2.1,4.9,11.6,2.927,0.147,4,15000,,0,,,,,10,7000,,
2014,8,25,성북천,7.5,11,1,2.1,0.8,3.85,0.025,1.4,9700,,0,,,,,4.1,1800,,
2014,8,25,안양천5,7.5,4,2.4,6.3,3.2,6.377,0.143,4.6,27000,,0,,,,,14.5,9100,,
2014,8,25,양재천,7.7,7.5,1.4,2.8,4,4.754,0.094,2.1,81000,,0,,,,,5.2,8200,,
2014,8,25,우이천,8.5,10.5,1,2.4,1.6,5.059,0.053,1.5,8500,,0,,,,,0,2400,,
2014,8,25,정릉천,7.8,9.5,1,2.6,0.4,5.136,0.073,1.7,59000,,0,,,,,2.2,13000,,
2014,8,25,중랑천2,7.6,10.1,1.4,4.4,3.2,4.734,0.101,2.6,31000,,0,,,,,3.7,11000,,
2014,8,25,중랑천3,7.7,9.1,1.9,4.4,10,5.114,0.125,2.6,27000,,0,,,,,2.8,8300,,
2014,8,25,중랑천4,7.2,3.8,5,7.6,8.4,9.707,0.735,4.6,150000,,0,,,,,2.5,90000,,
2014,8,25,청계천1,7.9,8.6,0.6,2.5,1.2,2.687,0.005,1.4,100,,0,,,,,1.8,8,,
2014,8,25,청계천2,7.7,9,0.9,2.5,2,2.805,0.012,1.4,13000,,0,,,,,4.7,5100,,
2014,8,25,청계천3,8,7.8,1,3.3,2,3.177,0.041,1.5,7700,,0,,,,,5.2,2200,,
2014,8,25,탄천5,7.3,6.4,2.5,5,3.2,6.202,0.043,3.7,35000,,0,,,,,4.6,9800,,
2014,8,25,홍제천,7.6,7.8,1.9,4.3,1.6,4.742,0.109,2.3,28000,,0,,,,,10.2,13000,,
2014,8,26,가양,8.2,7.2,1,4.5,9.6,2.775,0.124,2.3,8100,,,,,,,2.6,610,,
2014,8,29,구의,8.2,11.1,2.5,4.8,6.8,2.683,0.054,3,,,,,,,,,,,
2014,8,29,노량진,7.4,9,4.7,6.1,10.3,3.866,0.228,3.7,10000,,,,,,,27.7,2900,,
2014,8,29,안양천4,7.8,7.8,3.2,8,4.1,9.21,0.18,5.3,,,,,,,,,,,
2014,8,29,중랑천1A,7.4,9.5,1.3,4.7,3.9,6.315,0.165,3.2,,,,,,,,,,,
2014,9,1,구의,8.7,11.3,2,4.6,5.7,2.571,0.037,3.3,,,,,,,,,,,
2014,9,1,노량진,7.4,7.1,2.1,4.9,9.2,3.814,0.162,3.5,2900,,,,,,,28.5,1200,,
2014,9,1,안양천4,7.6,7.5,2.2,6.8,3,11.9,0.17,5.4,,,,,,,,,,,
2014,9,1,중랑천1A,7.5,9.5,1.1,4.2,4.1,6.335,0.14,3.5,,,,,,,,,,,
2014,9,4,가양,8.1,7.4,1.9,4.5,8.8,2.851,0.1,2.4,90000,,,,,,,5.4,10000,,
2014,9,11,가양,8.1,8.7,2.2,6,28.2,3.136,0.219,3.4,42000,,,,,,,34.2,360,,
2014,9,12,노량진,7.4,8.2,2.2,4.9,10.4,3.418,0.176,3.4,3600,,,,,,,33.4,770,,
2014,9,16,고덕천,8.7,6.2,3.2,6.1,30,3.924,0.236,2.6,50000,0,0,0,0,0,0,50.2,17000,0,0
2014,9,16,도림천,7.6,9.1,1.8,2.8,2.2,3.011,0.067,1.7,2000,0,0,0,0,0,0,13.8,1200,0,0
2014,9,16,목감천,7.9,11.1,2.2,8.1,4.2,7.246,0.198,4.5,5000,0,0,0,0,0,0,27.9,2200,0,0
2014,9,16,성내천,7.7,4.4,2.1,4.1,4.2,1.948,0.109,2.7,3000,0,0,0,0,0,0,25.2,500,0,0
2014,9,16,성북천,7.5,11.2,1.2,1.2,1.4,3.551,0.021,1.9,4000,0,0,0,0,0,0,15.2,1000,0,0
2014,9,16,안양천5,7.6,4.9,1.7,6.3,5.2,9.055,0.099,4.3,20000,0,0,0,0,0,0,12.8,1000,0,0
2014,9,16,양재천,8.1,7.8,1.6,3.3,4.8,4.921,0.1,2.7,80000,0,0,0,0,0,0,8.3,17000,0,0
2014,9,16,우이천,8.6,5.6,1.6,2.1,2,5.988,0.081,1.6,5000,0,0,0,0,0,0,15.8,1400,0,0
2014,9,16,정릉천,7.9,10.6,0.9,1.1,1.2,4.7,0.076,1,6000,0,0,0,0,0,0,15,400,0,0
2014,9,16,중랑천2,8.2,6.5,2.5,7.2,15.6,6.25,0.17,3.6,15000,0,0,0,0,0,0,14.3,3000,0,0
2014,9,16,중랑천3,8.1,6,1.8,4.3,15.4,5.652,0.132,2.6,9000,0,0,0,0,0,0,12,1300,0,0
2014,9,16,중랑천4,7.4,2.4,3.3,7.3,11.2,12.257,1.229,5.2,280000,0,0,0,0,0,0,5.3,120000,0,0
2014,9,16,청계천1,7.6,8.7,0.7,1.5,1.6,2.445,0.005,0.9,42,0,0,0,0,0,0,13.4,10,0,0
2014,9,16,청계천2,8.1,10,1,2.2,4,2.624,0.017,1,500,0,0,0,0,0,0,17.4,210,0,0
2014,9,16,청계천3,8.3,5.1,1.3,2,3.4,3.15,0.083,1.4,9600,0,0,0,0,0,0,12.5,8000,0,0
2014,9,16,탄천5,7.8,6.7,2.3,6.2,7.4,8.371,0.151,4.9,41000,0,0,0,0,0,0,20.2,18000,0,0
2014,9,16,홍제천,8.3,14.1,1.6,2.5,4,6.458,0.038,2.2,6000,0,0,0,0,0,0,21.7,1600,0,0
2014,9,17,가양,7.1,7,2,5,12,3.232,0.161,2.4,6400,0,0,0,0,0,0,12.9,210,0,0
2014,9,17,보광,7.6,9.1,1.6,4.5,7,2.79,0.026,2.3,8800,0,0,0,0,0,0,13.3,520,0,0
2014,9,17,암사,7.6,8.9,1.3,3.5,5,2.034,0.024,1.9,4400,0,0,0,0,0,0,12.2,26,0,0
2014,9,17,영등포,7.4,7.1,1.7,4.9,11.8,3.135,0.175,2.5,7100,0,0,0,0,0,0,8.8,220,0,0
2014,9,17,잠실,7.9,9.8,1.5,3.6,6.6,1.973,0.031,2,5900,0,0,0,0,0,0,13.9,18,0,0
2014,9,19,구의,8.3,8.2,2.4,4.7,5.6,2.067,0.028,2.9,120,0,0,0,0,0,0,15.6,45,0,0
2014,9,19,노량진,7.5,7.6,1.9,3.9,8.3,3.61,0.16,3.1,2400,0,0,0,0,0,0,13.2,390,0,0
2014,9,19,안양천4,7.5,7.3,2.8,7.7,3.2,12.2,0.12,6.4,5900,0,0,0,0,0,0,5.8,3100,0,0.0005
2014,9,19,중랑천1A,7.5,11.6,1.5,4.8,6,7.645,0.155,3.3,,,,,,,,,,,
2014,9,23,가양,7.8,8.6,2.4,4.7,29.7,3.165,0.174,2.7,13200,,,,,,,10.6,98,,
2014,9,26,구의,8.3,10.2,2.4,4,6,1.889,0.021,3,,,,,,,,,,,
2014,9,26,노량진,7.9,6.7,2.3,5.8,13,3.946,0.192,3.9,3300,,,,,,,16.4,740,,
2014,9,26,안양천4,7.8,7.1,2.7,8.1,2.1,8.97,0.14,5.6,,,,,,,,,,,
2014,9,26,중랑천1A,7.7,9.3,1.3,5.6,4.2,7.825,0.17,3.8,,,,,,,,,,,
2014,9,30,노량진,7.6,5.8,1.8,4.1,7,4.292,0.218,3.5,4400,,,,,,,21.3,2900,,
2014,10,1,가양,7.6,7.8,2.2,4.6,12.8,3.408,0.143,2.8,22000,,,,,,,17.3,690,,
2014,10,7,가양,7.9,8.2,2.1,5.9,12.6,3.247,0.172,2.6,7200,,,,,,,27.9,68,,
2014,10,10,구의,8.2,10.7,1.8,4.9,8.1,1.952,0.021,3.1,,,,,,,,,,,
2014,10,10,노량진,7.4,7.8,1.9,5.4,14.9,4.088,0.216,3.9,2700,,,,,,,31.6,660,,
2014,10,10,안양천4,7.4,7.6,3.5,8.1,1.9,11.33,0.11,5.4,,,,,,,,,,,
2014,10,10,중랑천1A,7.7,10.4,1.8,5,5.3,8.765,0.14,3.3,,,,,,,,,,,
2014,10,14,고덕천,8.9,9.7,4.5,4.8,33.6,2.908,0.132,2.1,10000,,,,,,,13.1,1600,,
2014,10,14,도림천,7.8,11,0.9,3.5,3.6,3.291,0.076,2.3,5000,,,,,,,5.3,2000,,
2014,10,14,목감천,7.8,10.1,0.9,5.5,4.8,7.994,0.184,4.1,28000,,,,,,,5.3,3000,,
2014,10,14,성내천,7.7,5.2,2.6,4.1,4.4,2,0.068,2.7,3000,,,,,,,10.8,10,,
2014,10,14,성북천,7.8,11.3,0.9,2.5,5.2,2.503,0.018,1.3,2300,,,,,,,3.2,120,,
2014,10,14,안양천5,7.8,6.5,1,6.4,8,8.16,0.074,4.9,11000,,,,,,,8.1,800,,
2014,10,14,양재천,7.9,8.4,0.3,4.2,1.6,5.499,0.115,2.9,90000,,,,,,,4.9,8000,,
2014,10,14,우이천,8.5,10.8,0.7,4.3,4.4,7.757,0.123,2.6,3000,,,,,,,7.5,200,,
2014,10,14,정릉천,8.3,16.1,2.2,2.5,4.4,3.767,0.045,1.5,3700,,,,,,,11.2,180,,
2014,10,14,중랑천2,7.8,12.6,1.4,4.1,3.6,7.965,0.14,3.6,10000,,,,,,,4.7,240,,
2014,10,14,중랑천3,8,9.5,0.6,3.5,6,6.693,0.112,3.4,18000,,,,,,,2.8,2000,,
2014,10,14,중랑천4,7.3,3.6,4.6,8.7,13.2,13.077,1.169,5.3,320000,,,,,,,2.7,90000,,
2014,10,14,청계천1,8.3,9.5,0.1,3.1,4.8,1.941,0.01,1.8,0,,,,,,,5.9,0,,
2014,10,14,청계천2,8.2,10.4,0.4,3.3,3.6,2.213,0.016,1.7,200,,,,,,,5.2,0,,
2014,10,14,청계천3,8.2,11.5,0.2,2.3,5.2,2.289,0.033,1.7,460,,,,,,,1.6,1,,
2014,10,14,탄천5,7.5,6.1,2.8,5.7,8.4,8.122,0.229,4.7,90000,,,,,,,2.9,12000,,
2014,10,14,홍제천,8.2,13,1.3,3.4,2.8,4.201,0.035,1.7,2000,,,,,,,2.6,140,,
2014,10,15,가양,7.8,7.9,1.5,4.4,11.8,3.723,0.166,2.6,4200,0,0,0,0,0,,3.3,11,0,
2014,10,15,보광,8.1,8.4,1.9,5.2,7,5.152,0.311,2.9,210000,,,,,,,19.2,6800,,
2014,10,15,암사,7.9,10,1.1,4.1,7.4,2.303,0.032,2.5,3800,,,,,,,15.8,8,,
2014,10,15,영등포,8,8.5,1.5,4.8,10.6,3.893,0.171,2.4,7000,,,,,,,17.4,58,,
2014,10,15,잠실,8.1,9.9,1.3,4.5,8,2.164,0.033,2.8,3500,,,,,,,37.3,2,,
2014,10,17,구의,8.3,11.4,2.1,4.7,6.5,2.392,0.042,3.1,25,,,,,,,16.4,15,,
2014,10,17,노량진,7.6,8.3,1.6,4.7,8,4.36,0.216,3.3,5100,0,0,0,0,0,0,10.4,2500,0,0
2014,10,17,안양천4,7.7,8.4,2.8,7.8,1.5,10.82,0.09,5.3,6000,,,,,,,3,4200,,
2014,10,17,중랑천1A,7.6,11,1,5.5,6.3,8.985,0.175,3.9,,,,,,,,,,,
2014,10,22,가양,,,,,,,,,,,,,,,,,,,
2014,10,23,구의,7.9,9.9,1,3.1,4.6,2.383,0.036,1.8,,,,,,,,,,,
2014,10,23,노량진,7.4,10.7,1.3,3.8,5.3,2.872,0.144,3,48000,,,,,,,4.2,20000,,
2014,10,23,안양천4,7.7,7.3,4.5,7.5,4.1,11.59,0.17,5.1,,,,,,,,,,,
2014,10,23,중랑천1A,7.3,12.4,1.1,4.7,3,7.96,0.195,4.6,,,,,,,,,,,
2014,10,30,가양,8.2,9.1,1.7,5.4,10.8,3.795,0.114,2.3,22000,,,,,,,0.5,380,,
2014,10,31,구의,8,10.6,1.1,4.2,5.9,2.444,0.056,2.9,,,,,,,,,,,
2014,10,31,노량진,7.6,9.2,2.1,4.7,8.4,3.892,0.172,3.1,21000,,,,,,,10,43000,,
2014,10,31,안양천4,7.8,7.7,6.2,7.8,3.2,17.28,0.1,5.7,,,,,,,,,,,
2014,10,31,중랑천1A,7.6,10.7,1.2,5.2,4.7,9.49,0.13,3.5,,,,,,,,,,,
2014,11,4,구의,8,11.5,1.5,4.6,5.5,2.475,0.068,2.8,,,,,,,,,,,
2014,11,4,노량진,7.4,8.6,1.2,4.7,5.3,4.666,0.178,2.9,9300,,,,,,,3.1,3000,,
2014,11,4,안양천4,7.8,9,5.8,8.3,3,14.97,0.13,6,,,,,,,,,,,
2014,11,4,중랑천1A,7.5,11.8,0.8,4.9,4.4,10.065,0.15,3.4,,,,,,,,,,,
2014,11,5,가양,7.8,9.8,1.9,5.5,20.6,3.469,0.114,2.7,6000,,,,,,,2,120,,
2014,11,11,고덕천,8.8,14.5,8.9,8,51.2,3.228,0.177,2.6,9000,,,,,,,34.1,1000,,
2014,11,11,도림천,8.1,11.8,0.9,1.9,2,3.127,0.062,2.4,1300,,,,,,,0,200,,
2014,11,11,목감천,7.9,12.5,1.6,4.3,4.4,7.668,0.164,4,40000,,,,,,,13.8,1500,,
2014,11,11,성내천,7.7,13.5,1.2,3.7,4.4,2.451,0.076,2.6,3000,,,,,,,1.9,300,,
2014,11,11,성북천,7.6,9.3,0.6,2,2,2.551,0.018,1.4,2000,,,,,,,3.9,110,,
2014,11,11,안양천5,7.7,6.7,2.7,5.7,7.2,10.131,0.147,4.8,11000,,,,,,,4.8,2100,,
2014,11,11,양재천,7.9,12.4,1,4.1,3.6,5.716,0.219,3.2,12000,,,,,,,1.4,700,,
2014,11,11,우이천,8.2,16.7,1,2.8,3.2,6.87,0.026,2.3,5500,,,,,,,0.1,430,,
2014,11,11,정릉천,8,14.9,1.1,1.1,2.4,4.5,0.068,1.7,38000,,,,,,,2.4,12000,,
2014,11,11,중랑천2,7.8,16.7,1.1,3,5.6,8.327,0.106,3,40000,,,,,,,4.4,3000,,
2014,11,11,중랑천3,8,16.5,2.3,8.2,77.6,5.948,0.147,3,20000,,,,,,,1.8,1200,,
2014,11,11,중랑천4,7.5,13.5,4.2,6.9,15.6,11.054,1.194,4.8,160000,,,,,,,3.4,22000,,
2014,11,11,청계천1,8.1,10.5,0.5,1.1,2.4,2.316,0.009,1.8,100,,,,,,,1.4,10,,
2014,11,11,청계천2,7.9,11.5,0.6,1.6,1.6,2.649,0.011,1.7,460,,,,,,,1.5,90,,
2014,11,11,청계천3,8.1,16.5,0.7,1.4,2,2.608,0.024,1.8,700,,,,,,,3.2,100,,
2014,11,11,탄천5,7.6,12.4,4.9,6,7.6,9.165,0.508,5.1,18000,,,,,,,3.6,6000,,
2014,11,11,홍제천,7.8,12.2,1.7,1.6,2.4,6.942,0.027,1.9,5000,,,,,,,1.1,1000,,
2014,11,12,가양,7.1,9.5,1.3,4.5,9.8,4,0.131,3,5000,0,0,0,0,0,0,7.1,57,0,0
