region,site,date,ph,do,bod,cod,ss,tn,tp,temp,ec,t.coli,nh3,no3,po4,f.coli,landuse
광주_황룡강합류전,풍영정천,2010-05-03,8,9.1,6.6,5.3,5,3.632,0.062,24,292,7000,1.714,0.999,0,1700,Agriculture
광주_황룡강합류전,광주천2,2010-05-11,9.4,12.1,6.2,9,44.8,4.839,0.581,22,371,520,0.077,4.435,0.383,26,Agriculture
광주_황룡강합류전,풍영정천,2010-06-03,7.5,6.7,8.1,9.2,13.5,2.778,0.122,25,337,49000,0.856,0.722,0,4900,Agriculture
광주_황룡강합류전,광주천2,2010-06-16,8.2,8.1,9.1,9.5,14.8,4.553,0.231,28,716,2300,0.006,0.06,0.081,260,Agriculture
광주_황룡강합류전,풍영정천,2010-07-07,7.9,8.7,3,6.8,19.5,2.816,0.145,30,364,33000,0.41,1.15,0,13000,Agriculture
광주_황룡강합류전,광주천2,2010-07-21,7.5,5,2.1,5.3,13.6,4.258,0.236,30,311,13000,0.005,3.422,0.11,810,Agriculture
광주_황룡강합류전,풍영정천,2010-08-05,8.6,11.9,3.1,5.4,13,2.472,0.102,31,233,17000,0.534,0.731,0,2700,Agriculture
광주_황룡강합류전,광주천2,2010-08-23,8.9,10,6.8,9,15.2,5.231,0.237,32,355,32000,0.208,2.208,0.001,850,Agriculture
광주_황룡강합류전,풍영정천,2010-09-03,7.4,8.3,2.3,5.4,5,1.899,0.074,30,321,49000,0.213,0.064,0.014,13000,Agriculture
광주_황룡강합류전,광주천2,2010-09-14,7.3,4.5,3.3,4.5,3.6,5.26,0.269,25,193,46000,0.346,1.803,0.128,1400,Agriculture
광주_황룡강합류전,풍영정천,2010-10-07,8.2,12.1,5.1,3.8,7.5,2.044,0.112,22,254,63000,0.388,0.839,0,7000,Agriculture
광주_황룡강합류전,광주천2,2010-10-21,8.9,10.5,5.4,15.4,29.2,6.353,0.27,21,723,480,0.153,5.404,0.048,230,Agriculture
광주_황룡강합류전,풍영정천,2010-11-03,7.8,11,3.3,4.7,13.5,4.042,0.144,15,296,46000,1.508,1.21,0.023,4900,Agriculture
광주_황룡강합류전,광주천2,2010-11-08,7.9,8.4,4.2,7.8,6.4,7.942,0.544,14,526,2000,0.094,5.407,0.175,0,Agriculture
광주_황룡강합류전,풍영정천,2010-12-01,7.1,9.6,3.2,5.5,8,2.547,0.13,10,223,22000,0.613,1.68,0,2400,Agriculture
