region,site,date,ph,do,bod,cod,ss,tn,tp,temp,ec,t.coli,nh3,no3,po4,f.coli,landuse
광주_광주천,광주천1,2005-12-08,7.8,11.1,0.5,1,0.4,1.134,0.023,6.2,118,1000,0.049,0.89,0.016,150,Urban
광주_광주천,광주천1,2006-01-03,8,11.2,0.1,2,6,1.376,0.031,2.7,577,3000,0.077,0.654,0.011,100,Urban
광주_광주천,광주천1,2006-01-25,7.8,14.1,3.1,2.1,1.2,1.398,0.018,3,213,1000,0.027,1.209,0.012,150,Urban
광주_광주천,광주천1,2006-02-22,8,11.3,1.2,1.7,0,3.317,0.032,3,432,1000,0.019,2.746,0,150,Urban
광주_광주천,광주천1,2006-03-27,8.3,11.6,1,1.8,1.2,2.65,0.038,13.2,221,800,0.016,1.594,0.009,450,Urban
광주_광주천,광주천1,2006-05-02,8.3,10.8,1.8,2.5,3.6,2.023,0.082,17.6,165,1150,0.033,1.715,0.039,345,Urban
광주_광주천,광주천1,2006-05-29,9.2,9.1,1,2.2,4.8,3.554,0.073,24.3,212,1750,0,0.545,0.041,295,Urban
광주_광주천,광주천1,2006-06-27,6.9,10.6,0.1,1.2,4,3.826,0.058,18.6,155,2150,0.01,2.975,0.025,1060,Urban
광주_광주천,광주천1,2006-08-11,9.3,10.8,1.2,5.2,5.6,3.701,0.124,29.5,252,700,0.004,0.399,0.081,1300,Urban
광주_광주천,광주천1,2006-08-24,8.6,7.5,0.5,2.8,2,2.738,0.086,26,174,86000,0.008,1.619,0.077,6200,Urban
광주_광주천,광주천1,2006-09-22,9.3,8.5,1.7,1.6,1.6,1.885,0.031,26,200,6800,0.004,0.787,0.001,12000,Urban
광주_광주천,광주천1,2006-10-24,8,10.9,0.5,2.1,0.4,2.071,0.022,19,168,41000,0.006,0.787,0.007,4400,Urban
광주_광주천,광주천1,2006-12-14,8.1,9.8,0.5,1.8,0.4,2.752,0.039,7.2,85,4100,0,2.137,0.011,4400,Urban
광주_광주천,광주천1,2007-01-09,8,12.4,1.2,1.5,0.4,2.43,0.137,3,201,2500,0.012,2.217,0.008,100,Urban
광주_광주천,광주천1,2007-02-13,8.1,9.4,0.7,2.2,0.4,3.552,0.054,7,179,33000,0.028,3.2,0.032,420,Urban
광주_광주천,광주천1,2007-03-13,8.6,10.9,0.5,1.7,5.6,6.048,0.035,12,147,20000,0.003,4.799,0.031,1100,Urban
광주_광주천,광주천1,2007-04-05,9.1,11.2,0.7,1.7,1.2,3.295,0.028,12,172,48000,0.038,3.137,0.011,620,Urban
광주_광주천,광주천1,2007-05-03,8.9,10,0.7,2.1,5.6,1.915,0.023,17,190,1000,0.017,1.502,0.01,180,Urban
광주_광주천,광주천1,2007-06-07,8,9.9,1,3.5,7.2,0.979,0.014,23,299,83000,0.023,0.744,0.006,560,Urban
광주_광주천,광주천1,2007-06-20,7.8,8.5,0.8,6.7,1.2,0.791,0.018,21,110,40000,0.043,0.436,0.012,1600,Urban
광주_광주천,광주천1,2007-08-02,8.8,7.1,1,3.7,5.6,0.985,0.085,32,263,4200,0.067,0.418,0.078,120,Urban
광주_광주천,광주천1,2007-08-23,6.8,7.1,0.9,0.6,2,2.051,0.077,24,84,21000,0.02,1.811,0.047,1700,Urban
광주_광주천,광주천1,2007-10-12,8.8,11.8,1.6,3.1,1.6,2.875,0.131,19,146,3000,0.132,2.578,0.103,660,Urban
광주_광주천,광주천1,2007-11-05,8.2,11.6,5.4,2.9,2.8,4.454,0.237,13,236,460,0.028,4.344,0.191,10,Urban
광주_광주천,광주천1,2007-11-29,7.6,13.9,3,5.3,1.2,0.672,0.029,8,248,460,0.081,0.3,0.02,0,Urban
광주_광주천,광주천1,2008-01-10,8.3,11.2,2.4,4.6,0.8,4.874,0.166,8,128,1700,0.297,3.241,0.139,20,Urban
광주_광주천,광주천1,2008-02-22,7.7,13.6,5.6,4.8,4,5.034,0.314,5,211,1600,0.589,0.3,0.017,0,Urban
광주_광주천,광주천1,2008-03-19,8.9,14.4,2.3,5.9,4,2.792,0.074,14,179,50,0.024,1.622,0.059,0,Urban
광주_광주천,광주천1,2008-04-21,9,11.4,1.8,4,8,2.052,0.074,19,210,2100,0.086,1.323,0.061,4,Urban
광주_광주천,광주천1,2008-05-06,8.1,9,2.8,4.9,15.2,2.143,0.087,20,233,5000,0.072,1.422,0.058,0,Urban
광주_광주천,광주천1,2008-06-02,8.5,8.3,1.4,3.5,9.6,3.741,0.084,24,194,15000,0.046,2.895,0.067,100,Urban
광주_광주천,광주천1,2008-07-01,7.9,7,1.1,3.8,2.4,2.199,0.07,19,121,110000,0.079,1.954,0.068,0,Urban
광주_광주천,광주천1,2008-08-06,8.5,6.7,2,5.2,7.2,1.851,0.184,27,210,120000,0.167,1.383,0.16,0,Urban
광주_광주천,광주천1,2008-09-03,7.8,11.2,1.6,3.5,6,2.224,0.169,25,255,100000,0.018,1.788,0.141,330,Urban
광주_광주천,광주천1,2008-10-08,8.4,9.1,1.8,4.9,24,2.527,0.157,18,262,78000,0.136,2.02,0.152,940,Urban
광주_광주천,광주천1,2008-11-05,9.5,10.8,1.7,3.3,0.8,2.757,0.209,12,178,1600,0.197,2.301,0.141,20,Urban
광주_광주천,광주천1,2008-12-03,9.6,13.8,1.2,3.3,2,3.019,0.117,11,268,1300,0.049,2.75,0.012,86,Urban
광주_광주천,광주천1,2009-01-07,9,19,2.6,3.8,1.2,3.019,0.096,6,212,4600,0.126,0.028,0.083,26,Urban
광주_광주천,광주천1,2009-02-11,9.2,16.1,2.2,4.8,4.8,1.808,0.023,6,231,3800,0.001,1.66,0.001,460,Urban
광주_광주천,광주천1,2009-03-06,9.6,13.9,2.2,3.9,4.8,4.186,0.066,10,233,1200,0.019,3.58,0.056,96,Urban
광주_광주천,광주천1,2009-04-07,8.7,12.8,1.4,4.5,10.8,2.921,0.088,14,275,5000,0.032,2.434,0.071,35,Urban
광주_광주천,광주천1,2009-05-11,9.6,8.7,2.7,6.4,65.6,2.4,0.203,29,272,2500,0.038,1.924,0.177,23,Urban
광주_광주천,광주천1,2009-06-08,6.7,10,3.6,8.4,24.7,9.891,1.969,23,508,10000,0.02,9.064,1.95,3700,Urban
광주_광주천,광주천1,2009-07-09,7.8,7.4,1,5.8,134,5.386,0.186,22,163,71000,0.092,5.143,0.07,5600,Urban
광주_광주천,광주천1,2009-08-11,6.9,9.8,1.9,5.2,7.6,5.344,0.083,25,197,18000,0.008,5.286,0.081,0,Urban
광주_광주천,광주천1,2009-09-08,9,8.3,0.5,5.8,17.2,6.706,0.098,30,266,480,0.022,4.046,0.083,0,Urban
광주_광주천,광주천1,2009-10-06,7.1,7.7,5.4,8.8,5.6,10.333,1.701,23,895,30000,0.011,10.044,1.401,22,Urban
광주_광주천,광주천1,2009-11-03,6.3,7.7,4.2,11.3,11.2,9.001,1.689,20,822,53000,0.062,7.808,1.532,7000,Urban
광주_광주천,광주천1,2009-12-01,8.5,15.6,2.1,4.4,25.2,6.575,0.107,9,426,2100,0.001,6.564,0.052,0,Urban
광주_광주천,광주천1,2010-01-08,7.8,14.7,0.9,4.9,15.2,5.946,0.15,4,686,170,0.074,5.799,0.072,56,Urban
광주_광주천,광주천1,2010-02-03,7.3,16.6,0.5,3.3,4.4,5.28,0.061,2,590,60,0.01,4.411,0.042,22,Urban
광주_광주천,광주천1,2010-03-19,7.9,11.9,1,3.7,1.6,3.574,0.31,10,196,490,0.176,2.912,0.284,220,Urban
광주_광주천,광주천1,2010-04-06,6.9,7.9,2.6,9.9,6,9.028,0.471,15,417,2600,0.32,7.49,0.301,120,Urban
